ID_Orden,ID_Cliente,Edad,ID_Producto,Pais,Fecha_Registro,Fecha_Ultima_Compra,Cantidad_Cancelaciones,Estado_Suscripcion,Fecha_Orden,Precio_Unitario,Cantidad,Frecuencia_Compra,Categoria_Preferida,Nombre_Producto,Categoria,Genero,Total_Orden,Target
ORD5920,CUST1920,48,PROD1120,pakistan,2022-05-10,2023-12-09,2,cancelled,2025-01-03,485.77,4,49,electronics,Microwave,home,male,1943.08,1
ORD5921,CUST1921,36,PROD1121,india,2022-11-29,2024-11-25,5,active,2023-07-06,223.3,6,22,home,Yoga Mat,sports,male,1339.8000000000002,0
ORD5922,CUST1922,68,PROD1122,canada,2020-12-01,2021-04-23,2,cancelled,2023-05-03,141.79,8,17,clothing,Lamp,home,female,1134.32,1
ORD5923,CUST1923,44,PROD1123,usa,2021-04-05,2022-03-02,4,active,2024-06-10,316.21,6,22,sports,Basketball,sports,male,1897.2599999999998,0
ORD5924,CUST1924,66,PROD1124,uk,2021-05-27,2025-05-08,1,active,2025-05-07,253.96,1,37,clothing,Blender,home,female,253.96,0
ORD5925,CUST1925,33,PROD1125,india,2023-01-18,2024-01-30,0,paused,2025-07-23,314.54,1,39,electronics,Dining Table,home,female,314.54,0
ORD5926,CUST1926,44,PROD1126,uk,2021-04-08,2023-03-24,4,active,2023-11-11,183.6,7,30,clothing,Headphones,electronics,other,1285.2,0
ORD5927,CUST1927,54,PROD1127,germany,2020-09-28,2023-09-10,3,paused,2023-05-23,326.2,5,16,home,Refrigerator,home,female,1631.0,0
ORD5928,CUST1928,19,PROD1128,india,2020-10-31,2023-06-13,1,paused,2023-04-19,203.29,9,8,electronics,Conditioner,beauty,male,1829.61,0
ORD5929,CUST1929,21,PROD1129,uk,2021-10-15,2022-05-01,0,active,2024-04-18,287.98,4,38,electronics,Jeans,clothing,other,1151.92,0
ORD5930,CUST1930,42,PROD1130,pakistan,2023-04-22,2023-10-14,3,active,2024-09-08,1187.15,1,37,beauty,Vacuum Cleaner,home,female,1187.15,0
ORD5931,CUST1931,31,PROD1131,usa,2021-06-18,2024-09-15,1,active,2024-03-25,41.26,2,43,electronics,Tennis Racket,sports,female,82.52,0
ORD5932,CUST1932,25,PROD1132,uk,2020-09-07,2025-05-14,5,active,2021-06-26,442.11,4,32,sports,Shampoo,beauty,male,1768.44,0
ORD5933,CUST1933,21,PROD1133,canada,2021-09-08,2025-01-27,0,active,2022-06-30,157.4,7,45,sports,Lipstick,beauty,male,1101.8,0
ORD5934,CUST1934,30,PROD1134,usa,2022-03-05,2025-04-08,0,active,2024-08-09,840.86,2,21,home,Tennis Racket,sports,female,1681.72,0
ORD5935,CUST1935,43,PROD1135,canada,2022-10-23,2024-05-05,3,paused,2024-08-21,267.94,6,40,sports,Refrigerator,home,female,1607.6399999999999,0
ORD5936,CUST1936,40,PROD1136,uk,2022-01-24,2023-09-16,5,active,2025-03-20,221.07,8,27,clothing,Sofa,home,male,1768.56,0
ORD5937,CUST1937,52,PROD1137,germany,2021-04-15,2024-06-22,0,cancelled,2025-06-02,198.6,4,47,electronics,Shirt,clothing,male,794.4,1
ORD5938,CUST1938,69,PROD1138,canada,2020-12-05,2022-04-30,1,active,2022-08-08,1782.82,1,47,sports,Dumbbells,sports,female,1782.82,0
ORD5939,CUST1939,45,PROD1139,pakistan,2022-03-18,2022-07-21,3,cancelled,2025-05-18,246.91,7,25,home,Tablet,electronics,male,1728.37,1
ORD5940,CUST1940,26,PROD1140,pakistan,2021-07-08,2023-02-26,0,paused,2024-10-11,41.5,7,7,electronics,Cricket Bat,sports,male,290.5,0
ORD5941,CUST1941,27,PROD1141,usa,2022-11-06,2024-06-29,3,active,2023-08-02,49.54,5,2,electronics,Cricket Bat,sports,male,247.7,0
ORD5942,CUST1942,56,PROD1142,uk,2022-05-06,2024-01-21,1,active,2025-05-18,394.99,5,35,home,Jacket,clothing,female,1974.95,0
ORD5943,CUST1943,38,PROD1143,germany,2023-03-13,2023-04-04,0,active,2023-09-04,117.48,6,47,home,Yoga Mat,sports,female,704.88,0
ORD5944,CUST1944,33,PROD1144,india,2021-02-21,2024-03-16,5,cancelled,2021-06-08,262.89,4,14,home,Football,sports,male,1051.56,1
ORD5945,CUST1945,19,PROD1145,canada,2022-04-05,2022-12-07,0,paused,2022-09-22,113.64,9,17,electronics,Foundation,beauty,male,1022.76,0
ORD5946,CUST1946,44,PROD1146,germany,2023-07-18,2024-01-18,1,paused,2025-05-17,871.85,2,23,electronics,Dress,clothing,female,1743.7,0
ORD5947,CUST1947,69,PROD1147,usa,2022-05-31,2022-06-22,5,active,2023-02-26,470.37,3,37,electronics,Laptop,electronics,male,1411.1100000000001,0
ORD5948,CUST1948,39,PROD1148,usa,2020-12-11,2021-06-07,5,active,2021-07-24,349.45,5,22,electronics,Cycling Helmet,sports,male,1747.25,0
ORD5949,CUST1949,67,PROD1149,india,2021-10-20,2022-07-25,0,paused,2023-11-27,246.71,6,12,clothing,Perfume,beauty,female,1480.26,0
ORD5950,CUST1950,22,PROD1150,germany,2023-04-09,2024-04-22,2,active,2025-03-27,219.88,4,48,clothing,Skirt,clothing,male,879.52,0
ORD5951,CUST1951,57,PROD1151,canada,2022-09-09,2023-09-02,5,active,2022-10-11,38.9,7,48,sports,Vacuum Cleaner,home,female,272.3,0
ORD5952,CUST1952,18,PROD1152,pakistan,2022-08-27,2023-08-14,5,active,2024-04-24,235.66,6,9,clothing,Foundation,beauty,male,1413.96,0
ORD5953,CUST1953,30,PROD1153,canada,2021-04-13,2025-04-13,1,active,2024-11-20,1880.02,1,48,clothing,Blender,home,female,1880.02,0
ORD5954,CUST1954,64,PROD1154,pakistan,2023-06-15,2024-12-21,4,cancelled,2024-12-25,55.52,9,42,sports,Cricket Bat,sports,male,499.68,1
ORD5955,CUST1955,45,PROD1155,usa,2023-04-11,2025-02-09,1,active,2023-06-18,73.02,6,21,beauty,Perfume,beauty,female,438.12,0
ORD5956,CUST1956,58,PROD1156,pakistan,2021-11-28,2025-03-27,3,active,2023-02-08,1802.85,1,37,electronics,T-Shirt,clothing,male,1802.85,0
ORD5957,CUST1957,21,PROD1157,pakistan,2021-10-12,2021-10-27,5,cancelled,2023-11-08,778.38,2,28,home,Sneakers,clothing,male,1556.76,1
ORD5958,CUST1958,22,PROD1158,pakistan,2022-01-27,2024-09-29,3,cancelled,2024-11-30,128.14,9,9,home,Bluetooth Speaker,electronics,female,1153.2599999999998,1
ORD5959,CUST1959,36,PROD1159,germany,2021-08-02,2022-07-08,3,active,2023-12-02,175.21,7,5,electronics,Basketball,sports,female,1226.47,0
ORD5960,CUST1960,24,PROD1160,india,2020-10-03,2025-03-15,4,cancelled,2023-09-16,178.84,3,34,sports,Basketball,sports,male,536.52,1
ORD5961,CUST1961,65,PROD1161,canada,2022-01-21,2022-08-13,1,active,2024-04-24,100.8,6,38,beauty,Dining Table,home,female,604.8,0
ORD5962,CUST1962,56,PROD1162,usa,2021-10-31,2025-07-25,0,active,2024-08-19,469.18,3,12,electronics,Smartwatch,electronics,male,1407.54,0
ORD5963,CUST1963,21,PROD1163,india,2022-09-26,2023-05-19,1,cancelled,2023-07-25,395.18,5,7,home,Sneakers,clothing,male,1975.9,1
ORD5964,CUST1964,39,PROD1164,canada,2022-11-14,2025-05-01,3,active,2024-11-01,66.9,7,5,electronics,T-Shirt,clothing,female,468.30000000000007,0
ORD5965,CUST1965,39,PROD1165,pakistan,2021-11-04,2023-12-21,3,cancelled,2022-02-03,228.96,7,11,electronics,Sneakers,clothing,female,1602.72,1
ORD5966,CUST1966,29,PROD1166,usa,2021-05-13,2024-02-19,2,paused,2023-04-06,150.3,5,44,sports,Perfume,beauty,male,751.5,0
ORD5967,CUST1967,32,PROD1167,germany,2021-07-31,2022-05-20,2,cancelled,2025-08-04,77.12,3,31,clothing,Chair,home,male,231.36,1
ORD5968,CUST1968,54,PROD1168,pakistan,2021-03-10,2024-06-12,1,active,2021-07-21,72.21,6,29,electronics,Lamp,home,female,433.26,0
ORD5969,CUST1969,36,PROD1169,india,2023-06-20,2024-12-11,1,cancelled,2023-09-07,196.33,3,22,beauty,Camera,electronics,male,588.99,1
ORD5970,CUST1970,47,PROD1170,germany,2022-03-17,2025-03-19,4,active,2023-12-08,3.79,6,47,clothing,Moisturizer,beauty,male,22.740000000000002,0
ORD5971,CUST1971,29,PROD1171,india,2022-04-18,2024-11-14,5,active,2023-10-29,106.22,3,36,electronics,Dining Table,home,female,318.65999999999997,0
ORD5972,CUST1972,62,PROD1172,india,2023-01-05,2025-07-24,2,cancelled,2024-10-20,180.75,3,37,electronics,Nail Polish,beauty,female,542.25,1
ORD5973,CUST1973,61,PROD1173,pakistan,2021-09-25,2025-01-18,3,active,2022-09-10,296.92,4,28,electronics,Camera,electronics,female,1187.68,0
ORD5974,CUST1974,63,PROD1174,canada,2022-03-02,2023-01-23,5,active,2024-12-18,29.5,8,14,home,Jacket,clothing,male,236.0,0
ORD5975,CUST1975,53,PROD1175,india,2022-05-06,2025-05-24,2,active,2023-01-08,31.86,9,14,beauty,Tablet,electronics,female,286.74,0
ORD5976,CUST1976,43,PROD1176,usa,2023-06-12,2023-11-07,0,active,2025-06-23,145.88,7,9,clothing,Basketball,sports,female,1021.16,0
ORD5977,CUST1977,63,PROD1177,canada,2021-05-26,2022-12-03,5,active,2023-12-14,296.35,4,8,beauty,Camera,electronics,male,1185.4,0
ORD5978,CUST1978,61,PROD1178,pakistan,2022-12-14,2023-09-18,0,active,2023-06-21,488.66,4,20,home,Camera,electronics,male,1954.64,0
ORD5979,CUST1979,29,PROD1179,canada,2022-07-03,2025-06-25,1,paused,2023-11-28,132.21,4,6,beauty,Lipstick,beauty,female,528.84,0
ORD5980,CUST1980,64,PROD1180,pakistan,2022-04-18,2025-02-26,3,paused,2022-07-23,213.5,7,39,home,Jacket,clothing,female,1494.5,0
ORD5981,CUST1981,46,PROD1181,uk,2023-06-27,2025-04-18,3,cancelled,2024-04-02,160.9,7,41,sports,Hoodie,clothing,male,1126.3,1
ORD5982,CUST1982,67,PROD1182,pakistan,2020-09-28,2022-09-11,1,cancelled,2020-09-28,58.81,7,46,clothing,Lipstick,beauty,male,411.67,1
ORD5983,CUST1983,37,PROD1183,uk,2022-04-10,2022-05-15,0,active,2022-06-11,211.84,6,30,beauty,Camera,electronics,male,1271.04,0
ORD5984,CUST1984,25,PROD1184,india,2021-03-14,2022-06-10,1,active,2025-06-18,1982.82,1,7,sports,Sneakers,clothing,male,1982.82,0
ORD5985,CUST1985,22,PROD1185,pakistan,2023-02-06,2024-03-07,3,paused,2025-04-24,9.93,8,28,beauty,Tennis Racket,sports,male,79.44,0
ORD5986,CUST1986,54,PROD1186,germany,2021-04-01,2024-02-04,3,active,2024-08-23,7.25,8,29,home,Jeans,clothing,male,58.0,0
ORD5987,CUST1987,18,PROD1187,uk,2023-02-19,2023-04-24,4,active,2024-09-21,21.48,9,17,clothing,Bluetooth Speaker,electronics,female,193.32,0
ORD5988,CUST1988,44,PROD1188,germany,2023-01-08,2023-07-31,4,active,2023-04-02,211.96,1,3,home,Chair,home,male,211.96,0
ORD5989,CUST1989,62,PROD1189,india,2022-12-25,2024-06-07,0,active,2024-08-16,231.71,4,2,electronics,Blender,home,female,926.84,0
ORD5990,CUST1990,42,PROD1190,uk,2022-02-24,2022-10-29,1,active,2024-01-08,186.02,6,11,electronics,Conditioner,beauty,female,1116.1200000000001,0
ORD5991,CUST1991,53,PROD1191,pakistan,2021-02-11,2024-09-19,1,paused,2022-11-26,437.26,1,8,home,Smartphone,electronics,female,437.26,0
ORD5992,CUST1992,26,PROD1192,pakistan,2022-02-13,2024-02-15,1,cancelled,2025-08-16,139.94,3,33,home,Perfume,beauty,other,419.82,1
ORD5993,CUST1993,40,PROD1193,uk,2022-12-20,2023-11-21,2,active,2024-02-06,125.24,4,3,sports,Smartphone,electronics,female,500.96,0
ORD5994,CUST1994,49,PROD1194,pakistan,2020-12-09,2021-03-22,5,active,2025-05-03,404.7,1,19,beauty,Refrigerator,home,female,404.7,0
ORD5995,CUST1995,32,PROD1195,pakistan,2020-09-13,2023-05-07,5,active,2023-06-26,141.68,8,21,home,Perfume,beauty,female,1133.44,0
ORD5996,CUST1996,39,PROD1196,canada,2021-11-20,2025-06-05,1,active,2022-04-04,297.66,5,27,sports,Cricket Bat,sports,male,1488.3000000000002,0
ORD5997,CUST1997,53,PROD1197,uk,2022-10-13,2023-10-15,2,active,2023-07-12,36.92,5,24,sports,Football,sports,female,184.60000000000002,0
ORD5998,CUST1998,68,PROD1198,canada,2023-02-05,2023-05-02,1,active,2023-05-16,11.28,2,32,sports,Cycling Helmet,sports,female,22.56,0
ORD5999,CUST1999,63,PROD1199,germany,2022-11-03,2023-01-11,4,cancelled,2025-03-08,62.25,3,40,sports,Cricket Bat,sports,male,186.75,1
ORD6000,CUST2000,40,PROD1200,usa,2023-03-30,2025-01-11,2,paused,2023-10-19,317.92,4,48,beauty,Foundation,beauty,male,1271.68,0
ORD6001,CUST2001,50,PROD1201,canada,2023-06-01,2023-10-05,5,active,2023-08-09,273.87,6,22,clothing,Face Wash,beauty,male,1643.22,0
ORD6002,CUST2002,55,PROD1202,germany,2021-09-01,2024-01-14,5,cancelled,2024-04-05,408.29,2,37,clothing,Laptop,electronics,male,816.58,1
ORD6003,CUST2003,66,PROD1203,uk,2021-04-19,2024-01-05,0,active,2025-05-10,168.28,7,48,sports,Sofa,home,female,1177.96,0
ORD6004,CUST2004,55,PROD1204,uk,2021-07-20,2025-08-02,0,active,2023-02-18,365.91,3,34,clothing,Yoga Mat,sports,male,1097.73,0
ORD6005,CUST2005,26,PROD1205,india,2022-05-17,2024-02-07,2,paused,2024-01-05,54.74,9,20,electronics,Shirt,clothing,female,492.66,0
ORD6006,CUST2006,36,PROD1206,india,2021-07-28,2023-09-05,5,active,2022-02-17,343.61,5,5,sports,Perfume,beauty,male,1718.0500000000002,0
ORD6007,CUST2007,36,PROD1207,germany,2021-05-29,2023-07-12,3,paused,2022-01-10,144.61,8,16,electronics,Perfume,beauty,male,1156.88,0
ORD6008,CUST2008,46,PROD1208,pakistan,2021-10-18,2023-12-19,5,cancelled,2024-03-27,232.44,5,38,sports,Cricket Bat,sports,male,1162.2,1
ORD6009,CUST2009,68,PROD1209,germany,2021-02-08,2021-11-29,2,active,2021-07-16,379.58,3,20,clothing,Bluetooth Speaker,electronics,female,1138.74,0
ORD6010,CUST2010,40,PROD1210,uk,2021-02-01,2023-08-17,1,active,2021-02-25,95.69,9,2,sports,Refrigerator,home,other,861.21,0
ORD6011,CUST2011,57,PROD1211,uk,2021-10-10,2023-11-30,4,active,2025-02-14,349.76,5,21,electronics,Running Shoes,sports,male,1748.8,0
ORD6012,CUST2012,60,PROD1212,germany,2022-03-17,2025-02-10,2,active,2022-03-30,9.35,5,21,electronics,Hoodie,clothing,female,46.75,0
ORD6013,CUST2013,55,PROD1213,india,2021-04-03,2022-08-17,2,paused,2021-07-18,869.42,1,7,beauty,Skirt,clothing,male,869.42,0
ORD6014,CUST2014,50,PROD1214,canada,2023-07-14,2024-04-10,0,active,2025-03-20,328.95,2,48,sports,Smartwatch,electronics,male,657.9,0
ORD6015,CUST2015,40,PROD1215,canada,2021-11-14,2024-03-17,3,cancelled,2022-08-21,204.01,4,12,beauty,Yoga Mat,sports,female,816.04,1
ORD6016,CUST2016,27,PROD1216,pakistan,2020-11-04,2023-09-19,1,paused,2021-03-19,246.98,3,16,beauty,Lipstick,beauty,female,740.9399999999999,0
ORD6017,CUST2017,48,PROD1217,india,2022-10-22,2022-10-30,4,paused,2023-12-09,324.78,4,39,home,T-Shirt,clothing,female,1299.12,0
ORD6018,CUST2018,39,PROD1218,uk,2022-10-20,2023-02-09,2,paused,2023-10-01,288.74,4,20,sports,Lipstick,beauty,female,1154.96,0
ORD6019,CUST2019,67,PROD1219,uk,2021-10-21,2021-11-08,4,cancelled,2025-04-27,259.66,6,42,electronics,Jacket,clothing,female,1557.96,1
ORD6020,CUST2020,36,PROD1220,usa,2022-03-20,2025-03-25,5,active,2024-04-24,93.98,8,49,sports,Microwave,home,male,751.84,0
ORD6021,CUST2021,32,PROD1221,uk,2023-01-03,2025-03-04,2,active,2025-08-02,617.67,2,46,beauty,Yoga Mat,sports,male,1235.34,0
ORD6022,CUST2022,32,PROD1222,germany,2021-07-31,2023-09-07,4,active,2024-05-15,208.08,7,39,clothing,Football,sports,male,1456.5600000000002,0
ORD6023,CUST2023,27,PROD1223,usa,2020-08-28,2021-12-25,2,cancelled,2024-03-21,352.3,4,18,electronics,Refrigerator,home,female,1409.2,1
ORD6024,CUST2024,57,PROD1224,usa,2022-06-21,2022-09-13,1,active,2023-02-01,1129.55,1,4,clothing,Yoga Mat,sports,female,1129.55,0
ORD6025,CUST2025,42,PROD1225,canada,2021-08-16,2024-03-18,3,active,2024-06-09,578.42,1,41,home,Running Shoes,sports,male,578.42,0
ORD6026,CUST2026,27,PROD1226,canada,2022-08-17,2025-03-15,1,active,2023-09-05,179.48,4,37,beauty,Smartphone,electronics,male,717.92,0
ORD6027,CUST2027,19,PROD1227,india,2023-05-17,2025-04-05,4,active,2024-11-13,157.13,7,5,sports,Sofa,home,female,1099.9099999999999,0
ORD6028,CUST2028,24,PROD1228,usa,2022-11-21,2024-07-24,0,active,2023-03-23,21.02,6,2,clothing,Dumbbells,sports,female,126.12,0
ORD6029,CUST2029,53,PROD1229,canada,2023-07-10,2025-03-27,1,cancelled,2024-12-23,251.82,2,25,beauty,Shampoo,beauty,female,503.64,1
ORD6030,CUST2030,54,PROD1230,india,2022-10-21,2024-08-07,4,paused,2023-09-26,158.76,6,25,electronics,Hoodie,clothing,male,952.56,0
ORD6031,CUST2031,37,PROD1231,germany,2020-12-16,2021-02-02,1,cancelled,2021-05-05,384.21,4,14,sports,Gaming Console,electronics,female,1536.84,1
ORD6032,CUST2032,49,PROD1232,germany,2020-11-30,2021-07-16,3,active,2023-01-26,456.94,1,20,home,Sofa,home,female,456.94,0
ORD6033,CUST2033,68,PROD1233,canada,2021-02-22,2024-03-13,2,cancelled,2022-06-25,60.37,8,7,electronics,Blender,home,female,482.96,1
ORD6034,CUST2034,56,PROD1234,india,2022-05-16,2023-09-25,3,cancelled,2023-11-20,88.97,8,22,clothing,Headphones,electronics,female,711.76,1
ORD6035,CUST2035,26,PROD1235,pakistan,2022-11-26,2023-01-19,1,active,2025-01-07,110.67,7,36,home,Tennis Racket,sports,female,774.69,0
ORD6036,CUST2036,32,PROD1236,uk,2021-07-03,2022-02-03,2,cancelled,2024-02-18,791.7,2,23,beauty,Shampoo,beauty,male,1583.4,1
ORD6037,CUST2037,54,PROD1237,usa,2022-01-05,2025-02-24,2,paused,2025-02-22,811.8,2,29,sports,Cycling Helmet,sports,female,1623.6,0
ORD6038,CUST2038,63,PROD1238,canada,2022-06-01,2025-04-03,0,cancelled,2025-01-14,71.4,9,27,electronics,Sneakers,clothing,female,642.6,1
ORD6039,CUST2039,19,PROD1239,pakistan,2022-05-12,2023-11-02,0,paused,2022-10-02,164.17,6,41,beauty,Smartwatch,electronics,male,985.02,0
ORD6040,CUST2040,61,PROD1240,india,2021-03-19,2023-12-31,2,active,2023-04-19,439.94,4,46,clothing,Skirt,clothing,female,1759.76,0
ORD6041,CUST2041,22,PROD1241,usa,2021-07-23,2021-10-16,1,cancelled,2023-03-21,156.82,2,47,home,Shirt,clothing,male,313.64,1
ORD6042,CUST2042,51,PROD1242,pakistan,2021-05-07,2024-07-16,2,cancelled,2024-01-25,62.14,5,33,home,Running Shoes,sports,male,310.7,1
ORD6043,CUST2043,53,PROD1243,uk,2022-04-21,2024-02-27,1,cancelled,2023-11-03,34.67,7,37,sports,Jacket,clothing,male,242.69,1
ORD6044,CUST2044,52,PROD1244,usa,2023-03-14,2024-08-03,2,active,2024-05-13,1707.78,1,1,electronics,Skirt,clothing,female,1707.78,0
ORD6045,CUST2045,39,PROD1245,india,2022-09-25,2023-11-20,2,active,2025-04-24,264.01,6,27,sports,Moisturizer,beauty,male,1584.06,0
ORD6046,CUST2046,31,PROD1246,india,2021-11-12,2024-03-16,2,active,2024-01-20,87.51,5,13,clothing,T-Shirt,clothing,female,437.55,0
ORD6047,CUST2047,22,PROD1247,usa,2021-09-22,2024-07-25,0,active,2024-01-24,243.13,5,35,home,Conditioner,beauty,male,1215.65,0
ORD6048,CUST2048,61,PROD1248,germany,2022-01-17,2024-07-15,1,cancelled,2022-02-02,880.36,2,27,clothing,Bluetooth Speaker,electronics,female,1760.72,1
ORD6049,CUST2049,47,PROD1249,canada,2021-07-02,2022-12-23,4,cancelled,2024-01-02,793.56,1,31,sports,Lamp,home,female,793.56,1
ORD6050,CUST2050,29,PROD1250,canada,2023-07-26,2024-11-06,1,paused,2023-12-28,100.04,9,11,beauty,Lipstick,beauty,female,900.36,0
ORD6051,CUST2051,38,PROD1251,usa,2022-12-08,2025-02-07,0,active,2025-01-16,207.64,7,14,beauty,Moisturizer,beauty,female,1453.48,0
ORD6052,CUST2052,56,PROD1252,canada,2022-10-03,2025-05-16,3,cancelled,2024-06-28,96.98,8,38,clothing,Laptop,electronics,female,775.84,1
ORD6053,CUST2053,23,PROD1253,pakistan,2022-02-24,2024-12-18,3,paused,2022-12-16,149.0,4,1,electronics,Conditioner,beauty,female,596.0,0
ORD6054,CUST2054,50,PROD1254,india,2023-04-24,2024-04-22,1,active,2025-05-01,451.57,2,21,clothing,Laptop,electronics,female,903.14,0
ORD6055,CUST2055,38,PROD1255,pakistan,2023-07-20,2023-10-08,0,paused,2025-02-04,292.96,4,36,electronics,Smartphone,electronics,male,1171.84,0
ORD6056,CUST2056,40,PROD1256,india,2023-07-25,2024-08-20,2,active,2024-06-16,1825.62,1,9,sports,Jeans,clothing,male,1825.62,0
ORD6057,CUST2057,50,PROD1257,uk,2021-02-16,2025-01-07,3,active,2024-08-15,152.66,6,28,home,Skirt,clothing,male,915.96,0
ORD6058,CUST2058,61,PROD1258,uk,2021-12-21,2023-02-24,0,cancelled,2023-02-12,190.72,2,14,clothing,Football,sports,male,381.44,1
ORD6059,CUST2059,22,PROD1259,uk,2022-02-15,2024-11-05,5,cancelled,2023-12-01,632.95,2,21,sports,Cycling Helmet,sports,female,1265.9,1
ORD6060,CUST2060,49,PROD1260,canada,2021-03-16,2025-03-19,3,active,2024-11-26,181.65,5,38,home,Dumbbells,sports,male,908.25,0
ORD6061,CUST2061,47,PROD1261,germany,2022-11-08,2023-01-11,3,active,2024-12-09,109.38,9,34,clothing,Vacuum Cleaner,home,female,984.42,0
ORD6062,CUST2062,67,PROD1262,germany,2021-07-31,2024-01-12,4,paused,2024-09-08,159.55,6,31,home,Chair,home,male,957.3000000000001,0
ORD6063,CUST2063,20,PROD1263,canada,2023-01-24,2024-10-15,5,cancelled,2024-05-10,688.6,1,21,electronics,Face Wash,beauty,female,688.6,1
ORD6064,CUST2064,62,PROD1264,uk,2022-11-26,2023-12-28,3,cancelled,2025-03-06,232.71,7,37,sports,Refrigerator,home,female,1628.97,1
ORD6065,CUST2065,26,PROD1265,uk,2020-12-01,2024-03-20,5,active,2022-09-25,266.97,3,31,electronics,Smartphone,electronics,male,800.9100000000001,0
ORD6066,CUST2066,40,PROD1266,uk,2022-06-01,2022-10-01,0,active,2025-04-07,21.76,9,20,home,T-Shirt,clothing,male,195.84,0
ORD6067,CUST2067,63,PROD1267,pakistan,2022-03-25,2025-07-07,5,cancelled,2022-10-12,845.1,2,3,home,Hoodie,clothing,female,1690.2,1
ORD6068,CUST2068,30,PROD1268,uk,2021-09-03,2025-04-13,2,active,2023-04-18,162.4,7,33,clothing,Shampoo,beauty,female,1136.8,0
ORD6069,CUST2069,68,PROD1269,uk,2022-02-23,2024-08-15,3,cancelled,2025-07-14,168.82,9,45,home,Bluetooth Speaker,electronics,male,1519.3799999999999,1
ORD6070,CUST2070,63,PROD1270,pakistan,2021-02-01,2021-11-24,3,cancelled,2023-02-14,51.61,7,24,sports,Foundation,beauty,male,361.27,1
ORD6071,CUST2071,36,PROD1271,germany,2021-09-10,2024-07-09,4,active,2021-10-29,257.69,6,5,clothing,Jacket,clothing,male,1546.1399999999999,0
ORD6072,CUST2072,53,PROD1272,uk,2020-10-08,2021-05-06,1,cancelled,2022-09-06,90.01,3,37,home,Skirt,clothing,female,270.03000000000003,1
ORD6073,CUST2073,51,PROD1273,usa,2021-04-07,2023-06-26,4,paused,2021-10-01,8.45,8,42,beauty,Lamp,home,male,67.6,0
ORD6074,CUST2074,59,PROD1274,usa,2021-12-02,2024-03-19,2,active,2022-05-03,135.26,8,36,clothing,Skirt,clothing,female,1082.08,0
ORD6075,CUST2075,45,PROD1275,india,2023-06-09,2023-08-12,4,active,2024-10-15,435.92,3,38,clothing,Dumbbells,sports,male,1307.76,0
ORD6076,CUST2076,64,PROD1276,india,2022-12-18,2025-04-20,3,active,2024-01-11,186.66,7,14,beauty,Dumbbells,sports,male,1306.62,0
ORD6077,CUST2077,22,PROD1277,germany,2022-08-13,2024-04-21,5,cancelled,2023-10-30,60.8,8,19,home,Cycling Helmet,sports,male,486.4,1
ORD6078,CUST2078,41,PROD1278,pakistan,2022-05-17,2022-11-30,1,active,2024-10-19,52.29,9,37,clothing,Skirt,clothing,female,470.61,0
ORD6079,CUST2079,19,PROD1279,pakistan,2020-11-24,2024-02-12,1,active,2023-06-12,325.42,5,17,beauty,Football,sports,male,1627.1000000000001,0
ORD6080,CUST2080,50,PROD1280,canada,2021-05-27,2022-02-05,2,cancelled,2024-12-30,204.08,9,20,beauty,Nail Polish,beauty,female,1836.72,1
ORD6081,CUST2081,55,PROD1281,canada,2021-07-29,2024-08-18,4,active,2023-05-18,236.78,6,5,beauty,Vacuum Cleaner,home,male,1420.68,0
ORD6082,CUST2082,42,PROD1282,canada,2022-06-02,2022-08-16,5,paused,2022-11-05,920.25,1,6,electronics,Chair,home,female,920.25,0
ORD6083,CUST2083,54,PROD1283,india,2023-02-21,2025-05-13,1,paused,2023-05-23,248.76,5,9,electronics,Lamp,home,male,1243.8,0
ORD6084,CUST2084,28,PROD1284,usa,2023-02-22,2023-04-15,0,active,2023-05-02,44.12,6,11,clothing,Cricket Bat,sports,male,264.71999999999997,0
ORD6085,CUST2085,19,PROD1285,usa,2023-07-21,2025-02-26,1,paused,2024-07-26,1330.98,1,24,electronics,Jacket,clothing,female,1330.98,0
ORD6086,CUST2086,49,PROD1286,usa,2021-11-04,2022-03-16,0,active,2024-06-06,65.75,7,25,electronics,Sneakers,clothing,female,460.25,0
ORD6087,CUST2087,45,PROD1287,germany,2021-09-06,2023-08-13,0,active,2023-09-27,573.06,3,31,clothing,Tablet,electronics,female,1719.1799999999998,0
ORD6088,CUST2088,23,PROD1288,pakistan,2022-10-05,2024-11-07,4,active,2024-10-17,384.45,5,23,electronics,Lamp,home,male,1922.25,0
ORD6089,CUST2089,29,PROD1289,canada,2020-10-01,2021-09-06,0,active,2021-09-04,61.45,9,42,beauty,Face Wash,beauty,female,553.0500000000001,0
ORD6090,CUST2090,53,PROD1290,usa,2021-11-26,2023-02-22,2,active,2025-05-02,476.48,4,15,sports,Gaming Console,electronics,male,1905.92,0
ORD6091,CUST2091,22,PROD1291,germany,2022-08-22,2025-02-18,0,paused,2024-08-11,542.87,2,32,beauty,Football,sports,female,1085.74,0
ORD6092,CUST2092,26,PROD1292,pakistan,2021-09-26,2023-11-26,3,active,2022-05-14,491.48,4,26,electronics,Foundation,beauty,female,1965.92,0
ORD6093,CUST2093,43,PROD1293,germany,2023-07-06,2024-04-02,0,active,2024-05-16,309.37,3,31,sports,Sneakers,clothing,female,928.11,0
